0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.6916661262512207,0.6879894137382507,0.6558031439781189,0.6211584210395813,0.6018521785736084,0.5756523013114929,0.47616007924079895,0.42354539036750793,0.3825024664402008,0.546482264995575,0.4494316279888153,0.39051759243011475,0.3508759140968323,0.5354232788085938,0.5003497004508972,0.5264170169830322,0.555981457233429,0.532076895236969,0.5240627527236938,0.5467960238456726,0.5698850154876709,0.8257064819335938,0.7052189111709595,0.6099721193313599,0.5307872295379639,0.466098427772522,0.6332219839096069,0.5983226895332336,0.590990424156189,0.5903310775756836,0.7034052610397339,0.6607044339179993,0.6396135091781616,0.6305410265922546,0.7712365388870239,0.7307897210121155,0.7261881828308105,0.7326109409332275,0.8314292430877686,0.7890851497650146,0.788567304611206,0.7949269413948059,1
0.7013121843338013,0.6827689409255981,0.6360774040222168,0.581352949142456,0.5450871586799622,0.5841997861862183,0.49077242612838745,0.4362158179283142,0.3926846385002136,0.5581441521644592,0.5008101463317871,0.522362470626831,0.5536193251609802,0.5485649108886719,0.5226489901542664,0.5429866909980774,0.5654019713401794,0.5437377095222473,0.5376272201538086,0.5590859651565552,0.5752101540565491,0.8060446977615356,0.6912795901298523,0.6153287887573242,0.6063961982727051,0.6380726099014282,0.6278309226036072,0.589885950088501,0.5780110359191895,0.5747066736221313,0.695073664188385,0.6575502753257751,0.6598935723304749,0.6712636351585388,0.7566241025924683,0.7169184684753418,0.718583881855011,0.730248212814331,0.8145686984062195,0.7726880311965942,0.7763804197311401,0.7869734764099121,1
0.6684731245040894,0.6298496723175049,0.5696529150009155,0.508934497833252,0.4699781537055969,0.5398744940757751,0.4422997534275055,0.3911159038543701,0.3551396131515503,0.5334694981575012,0.42719072103500366,0.3706902861595154,0.3342125117778778,0.5322414636611938,0.4339882433414459,0.3793286085128784,0.34374284744262695,0.5359356999397278,0.4600576162338257,0.4187500774860382,0.3885902166366577,0.7254388332366943,0.6325863599777222,0.5778657793998718,0.586384654045105,0.6158480048179626,0.5977906584739685,0.6021287441253662,0.617209255695343,0.6341063976287842,0.6710211634635925,0.6690136194229126,0.6738417148590088,0.6814863085746765,0.7364122271537781,0.7268216609954834,0.7232394218444824,0.7218607068061829,0.7896193265914917,0.7736080288887024,0.7622035145759583,0.7523769736289978,1
0.6453821063041687,0.6131241321563721,0.5587486624717712,0.5028463006019592,0.4617321789264679,0.5363355278968811,0.44215136766433716,0.3908349275588989,0.35547739267349243,0.5247790217399597,0.4247995615005493,0.3715077340602875,0.3374945819377899,0.518555223941803,0.4319278597831726,0.3798152804374695,0.34499481320381165,0.5186949372291565,0.4773470163345337,0.4694635272026062,0.46894994378089905,0.7272870540618896,0.632732629776001,0.5813829302787781,0.575503945350647,0.5923335552215576,0.5831244587898254,0.5764399766921997,0.5825064778327942,0.5921292901039124,0.6509342789649963,0.6405872106552124,0.638292133808136,0.6376846432685852,0.7156270146369934,0.6977953314781189,0.6846239566802979,0.6780252456665039,0.769913911819458,0.7319871783256531,0.7061432003974915,0.6886106729507446,1
0.6454417705535889,0.6137639284133911,0.5600379705429077,0.5078250765800476,0.4700623154640198,0.5405221581459045,0.4456072747707367,0.3936380445957184,0.35811054706573486,0.5266595482826233,0.4255066514015198,0.37201690673828125,0.33854398131370544,0.5195766091346741,0.43167823553085327,0.37861737608909607,0.34282994270324707,0.5196496844291687,0.48739445209503174,0.4886862635612488,0.496184378862381,0.7309253215789795,0.6318212151527405,0.5810352563858032,0.5760094523429871,0.595977783203125,0.585412859916687,0.5757670402526855,0.5807057619094849,0.5901889801025391,0.6530118584632874,0.6405403017997742,0.6374460458755493,0.636399507522583,0.7183800935745239,0.6974635720252991,0.6819631457328796,0.6741192936897278,0.7741714119911194,0.7310057282447815,0.7025591731071472,0.6845885515213013,1
0.23562213778495789,0.2886982560157776,0.36646953225135803,0.4247518479824066,0.4600012004375458,0.4096311330795288,0.5078120231628418,0.5615044236183167,0.6011821627616882,0.42223966121673584,0.48652225732803345,0.4575619697570801,0.4233134686946869,0.4212509095668793,0.4488161504268646,0.4225102663040161,0.3965311646461487,0.4116474390029907,0.42466408014297485,0.40143993496894836,0.3796057105064392,0.796435534954071,0.6936588287353516,0.6602778434753418,0.6769692897796631,0.7131180763244629,0.6469827890396118,0.6386978030204773,0.6471943259239197,0.6526951193809509,0.7138081789016724,0.722785234451294,0.7330123782157898,0.7321004271507263,0.7852141261100769,0.7851833701133728,0.7904179096221924,0.7881921529769897,0.8464800119400024,0.8400471210479736,0.8395039439201355,0.8361730575561523,0
0.2593827247619629,0.3025187849998474,0.37075260281562805,0.42784348130226135,0.4587307870388031,0.40186622738838196,0.49759015440940857,0.5521007180213928,0.5943469405174255,0.42024117708206177,0.5198249816894531,0.5835199356079102,0.6314250230789185,0.4242390990257263,0.4907156229019165,0.4616934657096863,0.4256890118122101,0.4173872768878937,0.4452629089355469,0.42630836367607117,0.4041607081890106,0.7857709527015686,0.6796888709068298,0.6452314853668213,0.6812145709991455,0.7238858342170715,0.631801426410675,0.6225336194038391,0.6242460608482361,0.6327863931655884,0.6992606520652771,0.6824654936790466,0.674842119216919,0.6781041026115417,0.7697257399559021,0.7503511309623718,0.7349254488945007,0.7323681712150574,0.8313509821891785,0.7977728843688965,0.7767399549484253,0.775166392326355,0
0.2606433629989624,0.3126619756221771,0.3892807364463806,0.45100894570350647,0.489001601934433,0.4134543538093567,0.5088177919387817,0.5642945170402527,0.6068851947784424,0.4252856969833374,0.5279497504234314,0.5904666185379028,0.6394031643867493,0.43060991168022156,0.5240188837051392,0.5785460472106934,0.6185908913612366,0.4284905791282654,0.49364104866981506,0.5071529746055603,0.5103955268859863,0.7873330116271973,0.6826488971710205,0.6481677889823914,0.6754229664802551,0.7131975889205933,0.650638997554779,0.6473881602287292,0.6569627523422241,0.6684852242469788,0.7211737632751465,0.7100811004638672,0.7101365327835083,0.7100436091423035,0.7885415554046631,0.7735846042633057,0.7621332406997681,0.7518091201782227,0.8478007912635803,0.8213355541229248,0.8019769787788391,0.792009174823761,0
0.2516269087791443,0.29916679859161377,0.36955323815345764,0.43445873260498047,0.4757249057292938,0.4097803831100464,0.508704662322998,0.564950704574585,0.6072584986686707,0.4240562319755554,0.5315147042274475,0.5947783589363098,0.6425048112869263,0.42814114689826965,0.5259841680526733,0.5858964323997498,0.6321138143539429,0.42188966274261475,0.4976832866668701,0.5425072312355042,0.5813009142875671,0.8217771649360657,0.7051231861114502,0.663902997970581,0.6736777424812317,0.6986615657806396,0.6771712303161621,0.6725784540176392,0.681025505065918,0.6939910650253296,0.7464632391929626,0.7378120422363281,0.7394718527793884,0.7461754679679871,0.8134698271751404,0.800092875957489,0.7941737771034241,0.7928458452224731,0.8748001456260681,0.8600385785102844,0.8500810861587524,0.8444384336471558,0
0.271634578704834,0.31447815895080566,0.38809967041015625,0.46269264817237854,0.5149809122085571,0.4285484552383423,0.527099609375,0.5825507640838623,0.6246717572212219,0.44003719091415405,0.5462822914123535,0.6087000370025635,0.6551393270492554,0.44247955083847046,0.5393075942993164,0.5983796715736389,0.643219530582428,0.43698540329933167,0.5104190111160278,0.5554015040397644,0.5934621095657349,0.804596483707428,0.6883848905563354,0.6436747312545776,0.6423752307891846,0.6438975930213928,0.6696327924728394,0.6675537824630737,0.6783424019813538,0.6918931007385254,0.7397895455360413,0.7369929552078247,0.7431519031524658,0.7525120973587036,0.8043845891952515,0.7973116636276245,0.7967714071273804,0.7992358803749084,0.8594368696212769,0.8510404825210571,0.8465628027915955,0.8451859951019287,0
